source,moratorium_id,state,jurisdiction,jurisdiction_type,enacted_status,date_enacted_iso,month,sectors,county_fips,match_kind,candidate_fips,transform_version,geo_policy
moratorium_nation,wa-burien-2026,WA,Burien,City,active,2026-06-29,2026-06,"[""data_center""]",53033,place,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-chelan-2018,WA,City of Chelan,City,expired,2018-04-24,2018-04,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-cheney-2018,WA,City of Cheney,City,expired,2018-04-21,2018-04,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-east-wenatchee-2018,WA,City of East Wenatchee,City,replaced,2018-03-27,2018-03,"[""data_center"", ""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-entiat-2018,WA,City of Entiat,City,expired,2018,,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-ephrata-2018,WA,City of Ephrata,City,expired,2018-10-17,2018-10,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-leavenworth-2018,WA,City of Leavenworth,City,replaced,2018-03-27,2018-03,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-moses-lake-2018,WA,City of Moses Lake,City,replaced,2018-05,2018-05,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-seattle-2026,WA,City of Seattle,City,active,2026-06-09,2026-06,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-wenatchee-2018,WA,City of Wenatchee,City,replaced,2018-02-22,2018-02,"[""data_center"", ""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-douglas-county-2018,WA,Douglas County,County,replaced,2018-04,2018-04,"[""cryptocurrency_mining""]",53017,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-federal-way-2026,WA,Federal Way,City,active,2026-07-07,2026-07,"[""data_center""]",53033,place,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-marysville-2026,WA,Marysville,City,active,2026-07-13,2026-07,"[""data_center""]",53061,place,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-pasco-undated,WA,Pasco,City,active,,,"[""data_center"",""cryptocurrency_mining""]",53021,place,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-seattle-2026-2,WA,Seattle,City,active,2026-06-09,2026-06,"[""data_center""]",53033,place,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-skagit-county-2026,WA,Skagit County,County,active,2026-06-01,2026-06,"[""data_center""]",53057,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-snohomish-county-2026,WA,Snohomish County,County,active,2026-06-24,2026-06,"[""data_center""]",53061,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-spokane-2026,WA,Spokane,City,active,2026-06-23,2026-06,"[""data_center""]",53063,place,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wa-waterville-2018,WA,Town of Waterville,Town,expired,2018,,"[""cryptocurrency_mining""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-madison-2026,WI,City of Madison,City,active,2026-01-24,2026-01,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-city-of-sheboygan-2026,WI,City of Sheboygan,City,active,2026-07-20,2026-07,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-city-of-superior-2026,WI,City of Superior,City,active,2026-06-16,2026-06,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-dane-county-2026,WI,Dane County,County,active,2026-06-04,2026-06,"[""data_center""]",55025,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-door-county-2026,WI,Door County,County,active,2026-05-26,2026-05,"[""data_center"",""battery_storage""]",55029,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-grant-county-2026,WI,Grant County,County,active,2026-06-16,2026-06,"[""data_center""]",55043,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-green-county-2026,WI,Green County,County,active,2026-07-14,2026-07,"[""data_center""]",55045,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-la-crosse-county-2026,WI,La Crosse County,County,active,2026-06-18,2026-06,"[""data_center""]",55063,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-manitowoc-county-2026,WI,Manitowoc County,County,active,2026-04-28,2026-04,"[""data_center""]",55071,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-monroe-county-2026,WI,Monroe County,County,active,2026-07-21,2026-07,"[""data_center"",""battery_storage""]",55081,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-shawano-county-2026,WI,Shawano County,County,active,2026-06-24,2026-06,"[""data_center""]",55115,county,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-town-of-new-denmark-2026,WI,Town of New Denmark,Town,active,2026-06-08,2026-06,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-village-of-ashwaubenon-2026,WI,Village of Ashwaubenon,Village,active,2026-06-23,2026-06,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-village-of-cottage-grove-2026,WI,Village of Cottage Grove,Village,active,2026-07-20,2026-07,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-village-of-hobart-2026,WI,Village of Hobart,Village,active,2026-07-07,2026-07,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
moratorium_nation,wi-village-of-wrightstown-2026,WI,Village of Wrightstown,Village,active,2026-06-16,2026-06,"[""data_center""]",,unmatched,,c_moratoria_geo_stub_v0,best_effort_place_county_stub_no_invented_fips
